timestamps,TP9,AF7,AF8,TP10,Right AUX
1644798825.756,-19.531,-580.566,-29.785,-7.324,0.000,0
1644798825.760,-37.109,-944.824,-27.832,-15.625,0.000,0
1644798825.764,-35.645,-372.559,-28.320,-40.039,0.000,0
1644798825.768,-16.602,42.480,-26.855,-30.273,0.000,0
1644798825.772,-16.113,44.434,-23.438,-23.926,0.000,0
1644798825.776,-24.902,78.613,-23.926,-17.090,0.000,0
1644798825.780,-27.344,-190.430,-21.973,-15.137,0.000,0
1644798825.784,-19.531,-568.848,-25.391,-25.879,0.000,0
1644798825.788,-5.371,-334.473,-32.227,-11.230,0.000,0
1644798825.792,-11.719,176.758,-30.273,-12.207,0.000,0
1644798825.795,-20.020,149.414,-30.273,-6.836,0.000,0
1644798825.799,-20.996,-586.426,-35.156,1.465,0.000,0
1644798825.803,-20.020,-884.277,-30.762,-15.625,0.000,0
1644798825.807,-7.324,-209.961,-21.973,-15.625,0.000,0
1644798825.811,-4.395,260.742,-25.391,-7.812,0.000,0
1644798825.815,-11.719,-79.102,-33.203,5.371,0.000,0
1644798825.819,-20.508,-542.480,-34.180,-8.301,0.000,0
1644798825.823,-23.926,-393.066,-30.273,-28.320,0.000,0
1644798825.827,-1.953,-54.199,-26.855,-25.391,0.000,0
1644798825.831,9.277,17.090,-26.855,-1.465,0.000,0
1644798825.835,-1.953,35.645,-25.391,12.207,0.000,0
1644798825.838,-8.789,-66.895,-23.438,7.324,0.000,0
1644798825.842,-17.090,-496.582,-23.926,2.930,0.000,0
1644798825.846,-10.254,-658.203,-25.391,-14.160,0.000,0
1644798825.850,3.418,-397.949,-21.484,-10.742,0.000,0
1644798825.854,-2.441,1.465,-20.996,-0.977,0.000,0
1644798825.858,-13.672,-20.508,-26.367,-6.836,0.000,0
1644798825.862,-14.160,-713.867,-28.320,-21.973,0.000,0
1644798825.866,-6.348,-597.168,-27.344,-31.738,0.000,0
1644798825.870,-4.395,317.871,-27.344,-23.438,0.000,0
1644798825.874,-7.812,353.027,-29.785,-13.672,0.000,0
1644798825.878,-14.648,-114.258,-31.250,-19.043,0.000,0
1644798825.881,-20.996,-225.098,-28.809,-24.902,0.000,0
1644798825.885,-20.996,65.430,-29.297,-28.320,0.000,0
1644798825.889,-15.137,231.934,-34.180,-20.996,0.000,0
1644798825.893,-14.160,13.672,-33.203,-19.531,0.000,0
1644798825.897,-24.414,-87.891,-30.273,-19.043,0.000,0
1644798825.901,-40.039,-180.664,-31.250,-16.113,0.000,0
1644798825.905,-31.738,-393.555,-30.273,-19.531,0.000,0
1644798825.909,-14.648,-357.910,-32.715,-10.254,0.000,0
1644798825.913,-14.648,365.723,-29.297,-0.977,0.000,0
1644798825.917,-21.484,536.621,-30.273,-14.160,0.000,0
1644798825.920,-30.762,-91.797,-36.133,-25.391,0.000,0
1644798825.924,-24.902,-78.613,-30.762,-36.621,0.000,0
1644798825.928,-3.906,498.047,-24.902,-27.344,0.000,0
1644798825.932,8.301,729.492,-26.367,1.465,0.000,0
1644798825.936,-13.184,321.777,-24.902,1.953,0.000,0
1644798825.940,-35.156,-228.027,-25.879,-17.090,0.000,0
1644798825.944,-24.414,-183.105,-24.902,-27.832,0.000,0
1644798825.948,-15.137,223.633,-24.414,-34.668,0.000,0
1644798825.952,-24.414,7.324,-30.762,-6.348,0.000,0
1644798825.956,-32.227,-39.062,-31.250,9.766,0.000,0
1644798825.960,-36.621,221.191,-30.762,-30.273,0.000,1
1644798825.963,-29.785,102.051,-35.645,-45.410,0.000,0
1644798825.967,-12.207,366.211,-33.203,-41.016,0.000,0
1644798825.971,-3.418,764.648,-31.250,-26.367,0.000,0
1644798825.975,-14.160,872.070,-31.250,-12.695,0.000,0
1644798825.979,-25.879,383.789,-26.367,-13.184,0.000,0
1644798825.983,-26.855,45.410,-30.273,-29.297,0.000,0
1644798825.987,-17.578,256.348,-31.738,-42.480,0.000,0
1644798825.991,-12.695,684.082,-30.273,-38.086,0.000,0
1644798825.995,-24.414,567.871,-35.645,-26.367,0.000,0
1644798825.999,-30.762,-216.309,-37.109,-18.066,0.000,0
1644798826.002,-32.715,77.637,-35.156,-28.809,0.000,0
1644798826.006,-22.949,694.336,-37.598,-41.016,0.000,0
1644798826.010,-11.719,714.844,-33.691,-27.344,0.000,0
1644798826.014,-30.273,736.328,-33.203,-23.926,0.000,0
1644798826.018,-46.875,539.551,-37.109,-34.180,0.000,0
1644798826.022,-50.781,298.340,-39.062,-40.039,0.000,0
1644798826.026,-47.852,391.113,-40.527,-45.898,0.000,0
1644798826.030,-30.762,761.719,-36.133,-33.203,0.000,0
1644798826.034,-31.738,741.211,-36.621,-18.555,0.000,0
1644798826.038,-47.363,348.633,-37.598,-16.113,0.000,0
1644798826.042,-48.828,-372.559,-37.109,-20.996,0.000,0
1644798826.045,-39.062,-302.246,-36.133,-49.316,0.000,0
1644798826.049,-25.391,828.613,-29.785,-52.246,0.000,0
1644798826.053,-27.344,884.766,-33.203,-29.785,0.000,0
1644798826.057,-46.875,505.371,-40.039,-25.879,0.000,0
1644798826.061,-56.152,382.324,-38.086,-32.227,0.000,0
1644798826.065,-43.945,576.172,-35.645,-46.387,0.000,0
1644798826.069,-33.203,769.043,-32.227,-37.109,0.000,0
1644798826.073,-30.273,741.699,-30.273,-26.855,0.000,0
1644798826.077,-33.691,552.734,-29.297,-23.438,0.000,0
1644798826.081,-43.457,162.109,-31.250,-32.227,0.000,0
1644798826.085,-42.969,-23.926,-37.598,-54.688,0.000,0
1644798826.088,-29.785,-21.973,-43.457,-46.387,0.000,0
1644798826.092,-17.578,583.008,-38.574,-38.086,0.000,0
1644798826.096,-24.414,909.180,-31.738,-35.645,0.000,0
1644798826.100,-35.645,364.746,-35.156,-34.668,0.000,0
1644798826.104,-29.785,224.121,-37.109,-32.715,0.000,0
1644798826.108,-28.320,762.207,-28.809,-37.109,0.000,0
1644798826.112,-25.391,979.004,-29.785,-36.133,0.000,0
1644798826.116,-32.227,688.477,-41.016,-29.785,0.000,0
1644798826.120,-49.316,400.879,-39.551,-38.574,0.000,0
1644798826.124,-49.805,420.898,-34.668,-43.457,0.000,0
1644798826.127,-34.180,577.148,-33.691,-33.691,0.000,0
1644798826.131,-19.043,164.551,-29.297,-20.020,0.000,0
1644798826.135,-24.902,-152.344,-31.738,-18.066,0.000,0
1644798826.139,-30.273,166.992,-34.180,-32.715,0.000,0
1644798826.143,-26.855,242.676,-31.250,-44.434,0.000,0
1644798826.147,-23.438,349.121,-28.809,-43.457,0.000,0
1644798826.151,-21.973,661.133,-32.227,-27.832,0.000,0
1644798826.155,-29.297,920.898,-36.621,-30.762,0.000,0
1644798826.159,-42.480,560.547,-40.039,-36.621,0.000,0
1644798826.163,-50.781,162.109,-39.062,-34.668,0.000,0
1644798826.167,-40.527,551.270,-32.715,-52.246,0.000,0
1644798826.170,-16.602,949.707,-28.320,-50.293,0.000,0
1644798826.174,-20.020,574.219,-32.227,-21.973,0.000,0
1644798826.178,-44.434,-56.641,-41.504,-20.996,0.000,0
1644798826.182,-45.898,139.160,-41.992,-48.828,0.000,0
1644798826.186,-35.645,638.184,-33.691,-52.246,0.000,0
1644798826.190,-30.762,630.859,-31.738,-43.945,0.000,0
1644798826.194,-31.250,428.711,-34.180,-34.180,0.000,0
1644798826.198,-39.062,530.273,-31.250,-28.320,0.000,0
1644798826.202,-47.852,445.801,-34.668,-42.480,0.000,0
1644798826.206,-36.621,282.227,-32.715,-41.016,0.000,0
1644798826.209,-12.207,562.500,-29.785,-38.086,0.000,0
1644798826.213,-9.766,887.207,-26.367,-23.438,0.000,0
1644798826.217,-29.297,696.777,-27.832,-12.207,0.000,0
1644798826.221,-38.574,43.945,-31.738,-20.996,0.000,0
1644798826.225,-26.855,-141.602,-28.809,-33.691,0.000,0
1644798826.229,-13.672,367.188,-25.879,-39.551,0.000,0
1644798826.233,-19.531,781.250,-21.973,-18.066,0.000,0
1644798826.237,-38.086,214.844,-30.273,-7.324,0.000,0
1644798826.241,-49.316,-122.070,-38.574,-27.832,0.000,0
1644798826.245,-38.086,435.547,-34.180,-39.062,0.000,0
1644798826.249,-19.043,662.598,-33.691,-25.879,0.000,0
1644798826.252,-29.785,507.812,-35.645,-14.160,0.000,0
1644798826.256,-42.480,514.648,-34.668,-14.160,0.000,0
1644798826.260,-48.340,468.262,-34.668,-37.598,0.000,0
1644798826.264,-42.969,232.422,-35.156,-54.688,0.000,0
1644798826.268,-19.531,153.320,-31.250,-43.945,0.000,0
1644798826.272,-21.484,460.938,-29.785,-30.273,0.000,0
1644798826.276,-34.180,825.684,-35.645,-24.414,0.000,0
1644798826.280,-39.062,229.004,-40.039,-26.367,0.000,0
1644798826.284,-41.504,-459.473,-41.504,-38.086,0.000,0
1644798826.288,-38.086,290.039,-40.039,-43.945,0.000,0
1644798826.292,-31.738,932.617,-36.133,-30.762,0.000,0
1644798826.295,-33.691,656.250,-36.133,-24.902,0.000,0
1644798826.299,-39.551,296.387,-35.156,-29.297,0.000,0
1644798826.303,-38.086,337.402,-34.668,-51.270,0.000,0
1644798826.307,-37.598,576.172,-37.109,-61.035,0.000,0
1644798826.311,-31.250,553.711,-35.156,-40.039,0.000,0
1644798826.315,-37.598,352.051,-32.227,-29.785,0.000,0
1644798826.319,-47.852,92.285,-33.203,-22.949,0.000,0
1644798826.323,-54.688,-154.785,-32.227,-19.531,0.000,0
1644798826.327,-54.199,-32.227,-30.273,-20.020,0.000,0
1644798826.331,-41.016,495.117,-33.203,-15.137,0.000,0
1644798826.334,-32.715,828.125,-36.133,-22.461,0.000,0
1644798826.338,-34.180,521.973,-39.062,-35.156,0.000,0
1644798826.342,-43.945,-411.133,-38.574,-48.340,0.000,0
1644798826.346,-45.898,-271.973,-31.738,-61.523,0.000,0
1644798826.350,-32.227,731.934,-31.738,-39.551,0.000,0
1644798826.354,-42.480,724.121,-33.203,-34.180,0.000,0
1644798826.358,-62.500,270.508,-36.621,-57.617,0.000,0
1644798826.362,-67.871,-104.980,-34.668,-61.523,0.000,0
1644798826.366,-63.477,-14.648,-34.180,-70.312,0.000,0
1644798826.370,-51.758,181.152,-43.457,-60.059,0.000,0
1644798826.374,-52.734,-18.066,-40.527,-35.156,0.000,0
1644798826.377,-62.988,229.004,-32.227,-42.480,0.000,0
1644798826.381,-64.941,305.664,-34.668,-48.828,0.000,0
1644798826.385,-54.199,51.758,-37.598,-50.293,0.000,0
1644798826.389,-40.039,403.320,-33.203,-45.898,0.000,0
1644798826.393,-38.086,895.508,-35.156,-38.086,0.000,0
1644798826.397,-51.758,670.410,-38.574,-36.133,0.000,0
1644798826.401,-59.082,83.984,-40.527,-45.898,0.000,0
1644798826.405,-53.223,23.438,-42.969,-70.801,0.000,0
1644798826.409,-41.504,307.617,-39.551,-67.871,0.000,0
1644798826.413,-33.691,483.887,-35.156,-46.875,0.000,0
1644798826.417,-36.133,-197.266,-34.668,-27.344,0.000,0
1644798826.420,-44.922,-630.371,-37.109,-34.180,0.000,0
1644798826.424,-44.434,106.934,-30.273,-47.363,0.000,0
1644798826.428,-31.738,358.398,-32.227,-43.945,0.000,0
1644798826.432,-30.762,377.930,-34.668,-43.457,0.000,0
1644798826.436,-42.969,500.488,-31.250,-36.133,0.000,0
1644798826.440,-55.664,303.711,-32.715,-42.480,0.000,0
1644798826.444,-48.828,-39.062,-35.156,-55.176,0.000,0
1644798826.448,-35.645,115.723,-33.691,-48.340,0.000,0
1644798826.452,-28.320,570.312,-26.855,-27.344,0.000,0
1644798826.456,-29.297,375.977,-26.855,-13.672,0.000,0
1644798826.459,-39.551,-312.500,-35.645,-27.832,0.000,0
1644798826.463,-38.574,-788.574,-36.621,-41.992,0.000,0
1644798826.467,-35.645,-83.496,-34.180,-45.410,0.000,0
1644798826.471,-24.414,667.480,-34.668,-36.133,0.000,0
1644798826.475,-29.785,403.320,-38.574,-23.926,0.000,0
1644798826.479,-59.570,21.484,-38.574,-32.227,0.000,0
1644798826.483,-65.430,39.551,-37.109,-47.363,0.000,0
1644798826.487,-41.504,138.672,-38.086,-36.621,0.000,0
1644798826.491,-24.414,203.613,-34.668,-29.297,0.000,0
1644798826.495,-35.645,373.047,-36.133,-24.902,0.000,0
1644798826.499,-40.527,209.961,-40.039,-12.207,0.000,0
1644798826.502,-39.551,-265.137,-33.203,-30.762,0.000,0
1644798826.506,-34.180,-734.863,-29.785,-26.855,0.000,0
1644798826.510,-13.672,-494.141,-30.273,-13.184,0.000,0
1644798826.514,-22.461,412.109,-27.832,-26.855,0.000,0
1644798826.518,-50.293,237.305,-32.227,-33.203,0.000,0
1644798826.522,-53.223,-339.844,-42.969,-42.969,0.000,0
1644798826.526,-38.086,-51.758,-43.945,-39.062,0.000,0
1644798826.530,-24.902,546.875,-39.551,-28.809,0.000,0
1644798826.534,-22.461,476.074,-38.086,-23.926,0.000,0
1644798826.538,-35.645,11.230,-30.762,-22.949,0.000,0
1644798826.541,-43.457,-225.098,-32.227,-38.086,0.000,0
1644798826.545,-28.320,-130.371,-35.645,-29.785,0.000,0
1644798826.549,-16.602,-58.105,-34.180,-10.742,0.000,0
1644798826.553,-21.973,-198.242,-33.203,-18.555,0.000,0
1644798826.557,-34.180,-20.996,-31.250,-29.785,0.000,0
1644798826.561,-53.223,-38.086,-35.645,-33.203,0.000,0
1644798826.565,-52.734,-427.246,-37.598,-36.133,0.000,0
1644798826.569,-35.156,-322.754,-34.180,-41.016,0.000,0
1644798826.573,-31.250,253.418,-31.250,-29.297,0.000,0
1644798826.577,-31.738,300.781,-32.227,-20.508,0.000,0
1644798826.581,-39.551,-317.383,-37.109,-33.691,0.000,0
1644798826.584,-36.133,-401.367,-31.738,-51.270,0.000,0
1644798826.588,-20.996,260.742,-25.391,-41.504,0.000,0
1644798826.592,-19.043,523.926,-27.832,-23.438,0.000,0
1644798826.596,-22.949,68.848,-30.273,-12.695,0.000,0
1644798826.600,-34.668,-577.637,-26.367,-18.066,0.000,0
1644798826.604,-34.180,-606.445,-27.344,-31.738,0.000,0
1644798826.608,-18.555,-147.949,-30.273,-21.973,0.000,0
1644798826.612,-11.719,-205.078,-27.344,-4.395,0.000,0
1644798826.616,-17.578,-177.246,-25.879,-3.418,0.000,0
1644798826.620,-24.902,-32.715,-31.250,-14.160,0.000,0
1644798826.624,-20.508,-361.816,-36.621,-27.344,0.000,0
1644798826.627,-10.742,-167.969,-35.156,-24.902,0.000,0
1644798826.631,-7.324,324.219,-29.297,-4.883,0.000,0
1644798826.635,-20.996,474.121,-30.762,-0.488,0.000,0
1644798826.639,-31.738,-68.848,-33.691,-12.695,0.000,0
1644798826.643,-24.414,-684.570,-33.203,-25.391,0.000,0
1644798826.647,-12.207,-403.320,-32.715,-39.551,0.000,0
1644798826.651,-11.719,312.500,-35.645,-43.457,0.000,0
1644798826.655,-16.602,153.809,-38.086,-24.414,0.000,0
1644798826.659,-37.109,-687.012,-33.203,-15.625,0.000,0
1644798826.663,-51.270,-649.414,-33.203,-32.715,0.000,0
1644798826.666,-26.855,-160.645,-32.715,-32.227,0.000,0
1644798826.670,-5.371,165.039,-30.762,-22.461,0.000,0
1644798826.674,-10.742,276.855,-32.227,-15.137,0.000,0
1644798826.678,-32.227,166.992,-35.156,-14.648,0.000,0
1644798826.682,-44.922,-181.152,-30.762,-34.668,0.000,0
1644798826.686,-33.691,-232.910,-29.297,-37.109,0.000,0
1644798826.690,-22.461,-33.691,-31.250,-20.020,0.000,0
1644798826.694,-27.832,66.406,-33.691,-26.855,0.000,0
1644798826.698,-39.062,-168.457,-34.180,-28.809,0.000,0
1644798826.702,-41.992,-776.367,-27.832,-21.973,0.000,0
1644798826.706,-29.297,-629.883,-25.879,-28.320,0.000,0
1644798826.709,-19.043,299.805,-25.391,-32.227,0.000,0
1644798826.713,-19.531,415.527,-26.855,-21.973,0.000,0
1644798826.717,-26.367,30.762,-30.273,-20.996,0.000,0
1644798826.721,-34.668,-390.137,-33.691,-32.227,0.000,0
1644798826.725,-36.621,-329.590,-35.156,-34.180,0.000,0
1644798826.729,-22.949,117.188,-34.180,-27.344,0.000,0
1644798826.733,-17.578,222.656,-33.203,-27.344,0.000,0
1644798826.737,-24.902,-31.250,-32.715,-31.250,0.000,0
1644798826.741,-39.062,-419.434,-36.621,-34.180,0.000,0
1644798826.745,-47.852,-499.023,-37.109,-35.156,0.000,0
1644798826.749,-25.879,-569.336,-38.574,-28.320,0.000,0
1644798826.752,-22.461,105.957,-38.574,-31.250,0.000,0
1644798826.756,-38.086,428.711,-35.156,-29.297,0.000,0
1644798826.760,-51.270,-267.090,-34.180,-34.668,0.000,0
1644798826.764,-54.688,-415.039,-33.203,-43.945,0.000,1
1644798826.768,-34.180,209.961,-31.250,-40.039,0.000,0
1644798826.772,-18.066,494.141,-39.551,-36.621,0.000,0
1644798826.776,-28.320,184.082,-45.898,-29.297,0.000,0
1644798826.780,-41.504,-290.039,-40.039,-24.414,0.000,0
1644798826.784,-30.273,-491.699,-35.156,-33.203,0.000,0
1644798826.788,-18.066,-207.031,-30.762,-31.738,0.000,0
1644798826.791,-13.672,-398.438,-30.762,-6.836,0.000,0
1644798826.795,-18.066,-500.488,-33.203,-0.488,0.000,0
1644798826.799,-32.227,-69.824,-40.039,-20.020,0.000,0
1644798826.803,-38.574,-208.496,-42.969,-37.109,0.000,0
1644798826.807,-29.785,-311.523,-37.598,-41.504,0.000,0
1644798826.811,-20.020,144.531,-36.133,-28.320,0.000,0
1644798826.815,-23.438,530.762,-36.133,-8.789,0.000,0
1644798826.819,-39.062,21.484,-35.156,-5.371,0.000,0
1644798826.823,-42.969,-417.480,-34.668,-32.227,0.000,0
1644798826.827,-31.250,-31.250,-32.715,-35.645,0.000,0
1644798826.831,-25.879,222.656,-36.133,-19.043,0.000,0
1644798826.834,-21.484,14.648,-38.086,-14.160,0.000,0
1644798826.838,-25.391,-725.586,-37.109,-8.789,0.000,0
1644798826.842,-31.250,-765.137,-40.527,-36.133,0.000,0
1644798826.846,-26.855,-10.742,-36.621,-46.387,0.000,0
1644798826.850,-16.602,212.402,-30.762,-27.832,0.000,0
1644798826.854,-18.066,243.164,-30.762,-26.367,0.000,0
1644798826.858,-33.691,215.820,-36.621,-28.320,0.000,0
1644798826.862,-37.598,-94.238,-38.086,-41.016,0.000,0
1644798826.866,-16.113,-252.930,-36.621,-42.969,0.000,0
1644798826.870,-15.137,181.152,-40.039,-34.180,0.000,0
1644798826.873,-26.367,459.473,-39.062,-29.297,0.000,0
1644798826.877,-25.391,-26.855,-40.039,-22.949,0.000,0
1644798826.881,-31.250,-741.699,-42.969,-25.391,0.000,0
1644798826.885,-32.227,-735.840,-37.598,-27.344,0.000,0
1644798826.889,-20.996,165.527,-32.715,-26.855,0.000,0
1644798826.893,-12.207,516.602,-35.156,-26.367,0.000,0
1644798826.897,-19.043,-290.039,-36.621,-18.555,0.000,0
1644798826.901,-39.062,-767.578,-34.180,-21.973,0.000,0
1644798826.905,-35.645,-165.039,-34.180,-45.410,0.000,0
1644798826.909,-10.254,160.156,-35.645,-46.387,0.000,0
1644798826.913,-11.230,180.176,-31.738,-31.250,0.000,0
1644798826.916,-30.273,269.043,-27.832,-12.695,0.000,0
1644798826.920,-29.785,19.043,-32.227,-2.930,0.000,0
1644798826.924,-23.926,-480.469,-37.109,-21.973,0.000,0
1644798826.928,-10.742,-695.801,-38.086,-25.879,0.000,0
1644798826.932,-1.953,-5.859,-38.086,-13.672,0.000,0
1644798826.936,-7.324,462.402,-37.109,-11.719,0.000,0
1644798826.940,-21.484,-127.441,-35.645,-7.812,0.000,0
1644798826.944,-24.902,-390.137,-32.715,-16.113,0.000,0
1644798826.948,-16.602,145.996,-29.297,-19.531,0.000,0
1644798826.952,-18.555,508.789,-33.691,-12.695,0.000,0
1644798826.956,-25.391,154.297,-34.180,-12.207,0.000,0
1644798826.959,-34.668,-323.242,-32.227,-6.836,0.000,0
1644798826.963,-37.598,-215.820,-33.203,-20.508,0.000,0
1644798826.967,-27.832,83.984,-31.738,-32.715,0.000,0
1644798826.971,-12.207,23.926,-29.785,-20.996,0.000,0
1644798826.975,-14.160,-115.723,-28.809,-18.555,0.000,0
1644798826.979,-25.391,-248.047,-33.203,-29.297,0.000,0
1644798826.983,-34.180,-367.188,-39.551,-47.363,0.000,0
1644798826.987,-33.691,-541.504,-37.598,-40.527,0.000,0
1644798826.991,-15.137,-201.172,-33.691,-15.137,0.000,0
1644798826.995,-7.812,345.215,-32.227,-15.137,0.000,0
1644798826.999,-21.973,83.496,-27.832,-13.184,0.000,0
1644798827.002,-26.367,-370.117,-28.809,-20.020,0.000,0
1644798827.006,-13.184,-111.328,-32.715,-36.133,0.000,0
1644798827.010,-3.418,446.777,-30.273,-21.973,0.000,0
1644798827.014,-6.836,343.750,-29.785,-7.812,0.000,0
1644798827.018,-25.391,-224.609,-36.621,-16.602,0.000,0
1644798827.022,-36.133,-613.770,-37.598,-33.203,0.000,0
1644798827.026,-34.180,-232.910,-31.250,-43.457,0.000,0
1644798827.030,-24.414,95.703,-28.320,-27.344,0.000,0
1644798827.034,-19.043,-315.430,-24.902,-24.414,0.000,0
1644798827.038,-27.344,-82.520,-24.414,-34.180,0.000,0
1644798827.041,-39.062,-5.371,-32.715,-37.109,0.000,0
1644798827.045,-41.992,-250.000,-36.133,-42.969,0.000,0
1644798827.049,-22.949,83.984,-35.645,-35.645,0.000,0
1644798827.053,-16.113,461.426,-34.668,-31.250,0.000,0
1644798827.057,-36.621,329.590,-38.086,-36.133,0.000,0
1644798827.061,-48.340,-280.273,-42.480,-39.062,0.000,0
1644798827.065,-42.969,-581.543,-36.133,-43.457,0.000,0
1644798827.069,-37.109,-202.148,-36.621,-46.387,0.000,0
1644798827.073,-29.785,92.285,-39.551,-35.156,0.000,0
1644798827.077,-32.227,-432.129,-41.992,-29.785,0.000,0
1644798827.080,-48.340,-796.875,-44.922,-44.434,0.000,0
1644798827.084,-51.758,-151.855,-39.551,-54.688,0.000,0
1644798827.088,-34.668,180.664,-32.715,-47.363,0.000,0
1644798827.092,-24.414,201.660,-30.762,-28.320,0.000,0
1644798827.096,-34.180,302.734,-32.227,-15.625,0.000,0
1644798827.100,-54.688,98.145,-32.715,-15.625,0.000,0
1644798827.104,-50.293,-268.555,-33.203,-23.438,0.000,0
1644798827.108,-27.344,-145.020,-29.785,-28.320,0.000,0
1644798827.112,-14.160,107.422,-27.832,-24.902,0.000,0
1644798827.116,-21.484,182.129,-28.320,-19.531,0.000,0
1644798827.120,-49.805,-197.754,-27.832,-20.508,0.000,0
1644798827.123,-57.617,-833.984,-29.785,-30.762,0.000,0
1644798827.127,-44.434,-182.617,-32.715,-50.781,0.000,0
1644798827.131,-31.250,391.602,-30.273,-47.852,0.000,0
1644798827.135,-40.039,80.078,-30.762,-37.109,0.000,0
1644798827.139,-67.383,-133.301,-36.621,-47.363,0.000,0
1644798827.143,-85.449,-136.719,-31.250,-64.941,0.000,0
1644798827.147,-83.496,87.402,-26.367,-84.961,0.000,0
1644798827.151,-69.336,214.355,-29.785,-78.125,0.000,0
1644798827.155,-73.730,290.527,-28.809,-72.266,0.000,0
1644798827.159,-100.586,-31.250,-29.785,-83.984,0.000,0
1644798827.163,-108.398,-438.965,-24.414,-106.934,0.000,0
1644798827.166,-104.980,-753.906,-25.391,-120.605,0.000,0
1644798827.170,-105.469,-477.539,-25.879,-107.422,0.000,0
1644798827.174,-116.211,461.426,-18.066,-107.422,0.000,0
1644798827.178,-124.512,250.000,-16.113,-108.887,0.000,0
1644798827.182,-123.047,-348.145,-15.137,-120.605,0.000,0
1644798827.186,-125.000,-104.980,-20.996,-132.812,0.000,0
1644798827.190,-116.699,400.391,-23.438,-122.070,0.000,0
1644798827.194,-103.027,248.535,-24.902,-106.445,0.000,0
1644798827.198,-106.445,-29.785,-23.926,-96.191,0.000,0
1644798827.202,-114.258,-129.883,-24.902,-106.934,0.000,0
1644798827.205,-104.492,-250.000,-28.809,-115.723,0.000,0
1644798827.209,-85.938,-237.305,-27.344,-88.867,0.000,0
1644798827.213,-72.266,-321.777,-26.855,-67.383,0.000,0
1644798827.217,-75.684,-51.270,-27.832,-62.988,0.000,0
1644798827.221,-78.125,14.160,-28.809,-66.895,0.000,0
1644798827.225,-63.477,-289.551,-26.855,-70.312,0.000,0
1644798827.229,-40.039,-31.738,-28.809,-55.664,0.000,0
1644798827.233,-25.391,488.770,-24.902,-43.457,0.000,0
1644798827.237,-35.645,445.801,-21.484,-32.715,0.000,0
1644798827.241,-48.340,-197.266,-25.879,-24.902,0.000,0
1644798827.245,-41.016,-280.762,-29.785,-32.227,0.000,0
1644798827.248,-22.461,201.660,-28.809,-24.902,0.000,0
1644798827.252,-14.648,250.977,-32.715,-11.719,0.000,0
1644798827.256,-14.648,-205.566,-36.133,-3.906,0.000,0
1644798827.260,-17.090,-706.055,-33.203,2.930,0.000,0
1644798827.264,-12.207,-482.910,-30.762,-16.602,0.000,0
1644798827.268,3.906,12.207,-29.297,-6.348,0.000,0
1644798827.272,7.812,56.152,-33.203,7.324,0.000,0
1644798827.276,-5.371,124.512,-32.227,-8.789,0.000,0
1644798827.280,-18.555,94.238,-31.738,-2.441,0.000,0
1644798827.284,-23.438,-270.996,-37.598,-12.207,0.000,0
1644798827.287,-12.695,-202.637,-36.621,-11.719,0.000,0
1644798827.291,2.930,334.473,-31.738,9.766,0.000,0
1644798827.295,7.324,516.602,-27.832,16.113,0.000,0
1644798827.299,-2.930,-166.992,-33.203,22.461,0.000,0
1644798827.303,-16.113,-863.281,-34.180,22.461,0.000,0
1644798827.307,-9.277,-352.539,-26.367,11.719,0.000,0
1644798827.311,12.207,170.410,-31.738,20.020,0.000,0
1644798827.315,11.230,58.594,-36.621,8.301,0.000,0
1644798827.319,-7.812,-50.293,-35.156,8.789,0.000,0
1644798827.323,-9.766,-94.727,-39.062,10.742,0.000,0
1644798827.327,2.930,51.270,-36.133,-8.301,0.000,0
1644798827.330,9.766,163.574,-26.367,3.906,0.000,0
1644798827.334,2.930,257.812,-28.320,4.395,0.000,0
1644798827.338,-3.906,254.395,-36.133,-12.695,0.000,0
1644798827.342,-14.160,-112.793,-39.062,-17.090,0.000,0
1644798827.346,-15.625,-450.195,-37.109,-5.859,0.000,0
1644798827.350,-3.418,-257.812,-36.621,0.977,0.000,0
1644798827.354,7.812,59.570,-31.250,5.371,0.000,0
1644798827.358,5.371,50.781,-26.367,13.672,0.000,0
1644798827.362,-8.789,-520.020,-28.320,9.766,0.000,0
1644798827.366,-5.371,-569.824,-27.344,-7.812,0.000,0
1644798827.369,4.883,82.031,-28.809,-11.230,0.000,0
1644798827.373,-2.930,284.668,-35.156,3.906,0.000,0
1644798827.377,-17.578,85.449,-38.574,4.395,0.000,0
1644798827.381,-33.203,-150.879,-40.039,-9.766,0.000,0
1644798827.385,-33.203,-78.613,-37.109,-17.090,0.000,0
1644798827.389,-14.648,127.930,-34.180,-13.184,0.000,0
1644798827.393,-12.695,57.617,-35.156,0.000,0.000,0
1644798827.397,-27.344,32.715,-34.668,1.465,0.000,0
1644798827.401,-41.504,43.457,-30.762,-13.672,0.000,0
1644798827.405,-30.762,-371.094,-28.809,-22.949,0.000,0
1644798827.409,-11.719,-596.191,-30.762,-10.254,0.000,0
1644798827.412,-13.672,125.488,-36.133,0.977,0.000,0
1644798827.416,-24.414,350.586,-42.480,-4.395,0.000,0
1644798827.420,-34.668,-224.121,-41.504,-18.066,0.000,0
1644798827.424,-30.762,-435.547,-35.645,-27.832,0.000,0
1644798827.428,-17.090,-106.445,-34.180,-29.297,0.000,0
1644798827.432,-18.555,341.309,-31.250,-14.648,0.000,0
1644798827.436,-28.809,233.398,-32.715,-6.836,0.000,0
1644798827.440,-43.945,-337.891,-32.715,-23.926,0.000,0
