timestamps,TP9,AF7,AF8,TP10,Right AUX
1639814238.498,-934.082,-73.242,-121.094,-50.293,0.000,0
1639814238.502,53.223,-104.492,-112.305,-120.117,0.000,0
1639814238.506,-1000.000,-97.656,-104.004,-104.980,0.000,0
1639814238.511,-305.664,-75.195,-107.422,-47.852,0.000,0
1639814238.515,-963.379,-54.199,-109.375,5.371,0.000,0
1639814238.519,906.738,-60.059,-108.887,-59.570,0.000,0
1639814238.523,-353.027,-80.078,-100.586,-104.004,0.000,0
1639814238.527,-1000.000,-102.539,-120.605,-86.914,0.000,0
1639814238.531,-647.461,-76.660,-105.957,-52.734,0.000,0
1639814238.535,783.691,-14.160,-63.965,5.371,0.000,0
1639814238.539,959.961,-35.156,-94.727,-39.062,0.000,0
1639814238.534,-434.082,-77.637,-110.840,-123.535,0.000,0
1639814238.538,-1000.000,-80.078,-98.145,-131.348,0.000,0
1639814238.542,-916.016,-60.059,-84.473,-90.332,0.000,0
1639814238.546,383.301,-28.320,-75.195,-3.906,0.000,0
1639814238.550,-889.160,-31.250,-82.520,-24.902,0.000,0
1639814238.554,-318.848,-64.941,-91.797,-120.117,0.000,0
1639814238.558,-1000.000,-73.242,-92.773,-109.375,0.000,0
1639814238.562,-1000.000,-67.383,-94.238,-84.961,0.000,0
1639814238.566,-95.703,-54.199,-88.867,9.277,0.000,0
1639814238.570,877.930,-35.156,-75.684,-16.602,0.000,0
1639814238.574,-623.535,-57.129,-78.125,-159.180,0.000,0
1639814238.579,-1000.000,-71.777,-88.867,-154.297,0.000,0
1639814238.574,-1000.000,-60.547,-80.078,-104.004,0.000,0
1639814238.578,-298.828,-34.180,-59.570,-19.531,0.000,0
1639814238.582,532.227,-28.809,-70.801,-32.227,0.000,0
1639814238.586,-860.840,-73.730,-107.422,-158.691,0.000,0
1639814238.590,-1000.000,-91.309,-118.164,-180.664,0.000,0
1639814238.594,-947.754,-70.801,-94.727,-149.414,0.000,0
1639814238.598,-995.117,-40.527,-70.801,-59.082,0.000,0
1639814238.602,-887.695,-39.551,-78.613,-23.926,0.000,0
1639814238.606,-981.445,-64.941,-93.750,-141.113,0.000,0
1639814238.610,-1000.000,-66.406,-86.426,-201.660,0.000,0
1639814238.614,-992.676,-68.848,-82.031,-167.480,0.000,0
1639814238.618,-1000.000,-41.504,-66.895,-90.820,0.000,0
1639814238.614,-1000.000,-20.508,-66.406,-68.359,0.000,0
1639814238.618,-1000.000,-50.781,-83.496,-171.875,0.000,0
1639814238.622,-1000.000,-82.520,-97.168,-215.820,0.000,0
1639814238.626,-1000.000,-79.590,-96.191,-190.918,0.000,0
1639814238.630,-1000.000,-49.805,-78.613,-152.344,0.000,0
1639814238.634,-1000.000,-36.133,-93.750,-115.723,0.000,0
1639814238.638,-1000.000,-59.570,-120.117,-231.445,0.000,0
1639814238.642,-1000.000,-94.727,-127.441,-328.613,0.000,0
1639814238.646,-1000.000,-86.426,-109.375,-329.102,0.000,0
1639814238.650,-1000.000,-64.941,-90.820,-312.500,0.000,0
1639814238.654,-1000.000,-61.035,-99.609,-265.625,0.000,0
1639814238.658,-1000.000,-79.102,-108.398,-359.375,0.000,0
1639814238.655,-1000.000,-109.375,-111.816,-467.285,0.000,0
1639814238.659,-1000.000,-115.234,-119.629,-491.211,0.000,0
1639814238.663,-1000.000,-104.004,-146.973,-466.309,0.000,0
1639814238.667,-1000.000,-89.844,-161.621,-464.355,0.000,0
1639814238.671,-1000.000,-101.074,-162.598,-576.172,0.000,0
1639814238.675,-1000.000,-112.305,-159.180,-594.238,0.000,0
1639814238.679,-1000.000,-104.492,-156.250,-509.277,0.000,0
1639814238.683,-1000.000,-83.008,-136.230,-459.961,0.000,0
1639814238.687,-1000.000,-44.434,-103.516,-417.969,0.000,0
1639814238.691,-1000.000,-56.641,-130.371,-479.492,0.000,0
1639814238.695,-1000.000,-89.355,-145.996,-589.844,0.000,0
1639814238.699,-1000.000,-95.703,-122.559,-581.543,0.000,0
1639814238.696,-1000.000,-83.496,-118.164,-540.039,0.000,0
1639814238.699,-1000.000,-57.129,-136.719,-465.820,0.000,0
1639814238.703,-1000.000,-67.871,-153.809,-523.926,0.000,0
1639814238.707,-1000.000,-84.961,-138.672,-652.832,0.000,0
